Primary Key,Start,End,Length of Placement - Days,Distance,Inside or Outside District,Placement Provision,Placement Type,Change Reason
2181,05/02/2024,21/08/2025,682,,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Other
2384,29/11/2023,02/02/2024,750,4.3,IN,PR1 - Own provision by LA,Fostering – short term,Other
90,19/09/2023,31/01/2024,821,,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Other
13,04/08/2023,29/08/2023,867,,IN,PR4 - Private Provision,Semi-independent supported accommodation,Other
130,11/10/2023,25/09/2025,799,,IN,PR4 - Private Provision,Unregistered Placement,Other
131,03/04/2023,11/10/2023,990,,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Other
144,22/05/2023,26/05/2023,941,,IN,PR1 - Own provision by LA,Fostering – short term,Other
254,04/09/2023,11/09/2023,836,,IN,PR1 - Own provision by LA,Kinship - short term,Other
305,28/04/2023,09/05/2023,965,,IN,PR1 - Own provision by LA,Fostering – short term,Other
319,06/04/2023,20/04/2023,987,,IN,PR4 - Private Provision,Semi-independent supported accommodation,Other
457,08/01/2024,23/02/2024,710,,OUT,PR1 - Own provision by LA,Fostering – short term,Other
488,27/05/2023,06/03/2024,936,,IN,PR1 - Own provision by LA,Kinship - short term,Other
502,08/12/2023,11/06/2024,741,,IN,PR4 - Private Provision,Semi-independent supported accommodation,Other
503,12/06/2023,08/12/2023,920,,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Other
598,24/11/2023,06/02/2024,755,,IN,PR1 - Own provision by LA,Kinship - short term,Other
842,03/11/2023,06/12/2023,776,,OUT,PR1 - Own provision by LA,Kinship - short term,Other
959,24/11/2023,06/02/2024,755,,IN,PR1 - Own provision by LA,Kinship - short term,Other
966,14/08/2023,08/02/2024,857,,IN,PR1 - Own provision by LA,Kinship - short term,Other
1091,03/11/2023,04/03/2024,776,,OUT,PR1 - Own provision by LA,Kinship - short term,Other
1110,21/09/2023,24/03/2024,819,,OUT,PR5 - Voluntary/Third Sector Provision,Semi-independent supported accommodation,Other
1124,14/08/2023,08/02/2024,857,,IN,PR1 - Own provision by LA,Kinship - short term,Other
1130,05/06/2023,03/05/2024,927,,OUT,PR4 - Private Provision,Fostering – short term,Other
1234,26/04/2023,05/06/2023,967,,OUT,PR4 - Private Provision,Mother And Baby Unit,Other
1248,03/11/2023,04/03/2024,776,,OUT,PR1 - Own provision by LA,Kinship - short term,Other
1492,26/06/2023,26/06/2024,906,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) not with former foster carers,Other
1519,24/11/2023,06/02/2024,755,,IN,PR1 - Own provision by LA,Kinship - short term,Other
1523,17/05/2023,10/07/2023,946,,IN,PR1 - Own provision by LA,Fostering – short term,Other
1541,25/05/2023,07/08/2024,938,,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Other
1645,26/06/2023,26/06/2024,906,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) not with former foster carers,Other
1667,10/04/2023,11/12/2023,983,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Other
1696,16/10/2023,17/04/2024,794,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) not with former foster carers,Other
1763,14/12/2023,08/03/2024,735,,OUT,PR4 - Private Provision,Fostering – short term,Other
1791,02/01/2024,11/11/2024,716,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Other
1801,06/03/2024,11/01/2025,652,,IN,PR1 - Own provision by LA,Fostering – short term,Other
1825,28/04/2023,02/11/2023,965,,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Other
1868,18/08/2023,26/06/2025,853,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Other
1924,13/11/2023,22/01/2024,766,,IN,PR1 - Own provision by LA,Kinship - short term,Other
1967,04/03/2024,19/11/2024,654,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) with former foster carers,Other
1985,06/03/2024,24/03/2025,652,,IN,PR1 - Own provision by LA,Fostering – short term,Other
1986,06/02/2024,06/03/2024,681,,IN,PR4 - Private Provision,Fostering – short term,Other
2054,02/01/2024,11/11/2024,716,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Other
2081,15/01/2024,01/05/2024,703,,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Other
2106,06/03/2024,11/01/2025,652,,IN,PR1 - Own provision by LA,Fostering – short term,Other
2109,06/03/2024,11/01/2025,652,,IN,PR1 - Own provision by LA,Fostering – short term,Other
2166,05/06/2023,10/10/2025,927,,OUT,PR4 - Private Provision,Fostering – short term,Other
2388,09/01/2024,29/07/2025,709,,IN,PR4 - Private Provision,Semi-independent supported accommodation,Other
2302,28/03/2024,06/05/2024,630,0,OUT,PR4 - Private Provision,Fostering – short term,Resignation/closure of provision
22,25/05/2023,29/02/2024,938,3,IN,PR5 - Voluntary/Third Sector Provision,Semi-independent supported accommodation,Resignation/closure of provision
450,19/09/2023,18/01/2024,821,4.4,IN,PR4 - Private Provision,Semi-independent supported accommodation,Resignation/closure of provision
80,24/09/2024,12/02/2025,450,5,IN,PR5 - Voluntary/Third Sector Provision,Semi-independent supported accommodation,Resignation/closure of provision
1651,10/11/2023,23/02/2024,769,10,IN,PR1 - Own provision by LA,Fostering – short term,Resignation/closure of provision
2651,03/09/2025,05/09/2025,106,13,IN,PR1 - Own provision by LA,Fostering – short term,Resignation/closure of provision
781,02/10/2024,11/10/2024,442,15,IN,PR4 - Private Provision,Unregistered Placement,Resignation/closure of provision
380,04/08/2023,09/08/2023,867,23,OUT,PR4 - Private Provision,Respite Unit,Resignation/closure of provision
1156,31/05/2024,17/10/2025,566,87,OUT,PR4 - Private Provision,Fostering – short term,Resignation/closure of provision
1357,31/05/2024,17/10/2025,566,87,OUT,PR4 - Private Provision,Fostering – short term,Resignation/closure of provision
982,29/11/2024,30/04/2025,384,145,OUT,PR2 - Other LA provision,Residential Unit (Children's Home),Resignation/closure of provision
366,20/02/2025,14/07/2025,301,,IN,PR4 - Private Provision,Residential Unit (Children's Home),Resignation/closure of provision
817,03/07/2025,10/07/2025,168,,OUT,PR4 - Private Provision,Unregistered - awaiting alternative,Resignation/closure of provision
839,13/10/2023,29/04/2024,797,,IN,PR4 - Private Provision,Fostering – short term,Resignation/closure of provision
1056,21/02/2024,25/03/2024,666,,IN,PR4 - Private Provision,Semi-independent supported accommodation,Resignation/closure of provision
1712,18/03/2024,19/03/2024,640,,IN,PR1 - Own provision by LA,Fostering – short term,Resignation/closure of provision
1713,27/03/2024,03/06/2024,631,,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Resignation/closure of provision
1714,19/03/2024,27/03/2024,639,,IN,PR1 - Own provision by LA,Fostering – short term,Resignation/closure of provision
2021,13/10/2023,29/04/2024,797,,IN,PR4 - Private Provision,Fostering – short term,Resignation/closure of provision
2645,26/08/2025,01/09/2025,114,,OUT,PR1 - Own provision by LA,Kinship - short term,Resignation/closure of provision
2646,26/08/2025,01/09/2025,114,,OUT,PR1 - Own provision by LA,Kinship - short term,Resignation/closure of provision
2592,26/09/2024,02/10/2024,448,2.5,IN,PR1 - Own provision by LA,Fostering – short term,Responsible/Area authority requests placement end
837,06/06/2024,19/08/2024,560,4.8,IN,PR4 - Private Provision,Fostering – short term,Responsible/Area authority requests placement end
99,11/11/2024,21/12/2024,402,5,OUT,PR3 - Other public provision,Young Offenders Institution/Prison,Responsible/Area authority requests placement end
733,29/09/2023,09/06/2024,811,5.3,IN,PR1 - Own provision by LA,Kinship - short term,Responsible/Area authority requests placement end
108,01/11/2023,18/01/2024,778,6,IN,PR2 - Other LA provision,Fostering – short term,Responsible/Area authority requests placement end
1575,27/05/2025,13/06/2025,205,7,IN,PR1 - Own provision by LA,Kinship - short term,Responsible/Area authority requests placement end
1437,11/07/2024,24/07/2024,525,9.8,IN,PR4 - Private Provision,Semi-independent supported accommodation,Responsible/Area authority requests placement end
605,18/03/2024,19/03/2024,640,10,IN,PR1 - Own provision by LA,Fostering – short term,Responsible/Area authority requests placement end
1179,12/06/2024,03/09/2024,554,10,IN,PR1 - Own provision by LA,Kinship - short term,Responsible/Area authority requests placement end
1546,25/08/2024,05/08/2025,480,10,OUT,PR4 - Private Provision,Fostering – short term,Responsible/Area authority requests placement end
1750,14/12/2023,08/03/2024,735,10.3,OUT,PR4 - Private Provision,Fostering – short term,Responsible/Area authority requests placement end
1919,22/11/2023,22/12/2023,757,11,IN,PR1 - Own provision by LA,Fostering – short term,Responsible/Area authority requests placement end
135,24/12/2024,14/03/2025,359,12,IN,PR4 - Private Provision,Semi-independent supported accommodation,Responsible/Area authority requests placement end
1536,07/06/2023,26/01/2024,925,12,OUT,PR4 - Private Provision,Fostering – short term,Responsible/Area authority requests placement end
2164,25/08/2024,18/08/2025,480,12,OUT,PR4 - Private Provision,Fostering – short term,Responsible/Area authority requests placement end
1693,04/04/2023,02/04/2024,989,17,OUT,PR4 - Private Provision,Fostering – short term,Responsible/Area authority requests placement end
577,16/08/2024,07/02/2025,489,35,IN,PR4 - Private Provision,Residential Unit (Children's Home),Responsible/Area authority requests placement end
1778,16/04/2024,05/08/2024,611,64,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Responsible/Area authority requests placement end
402,22/09/2025,14/10/2025,87,69,OUT,PR3 - Other public provision,Young Offenders Institution/Prison,Responsible/Area authority requests placement end
2012,04/07/2025,01/09/2025,167,88,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Responsible/Area authority requests placement end
2013,04/07/2025,29/08/2025,167,88,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Responsible/Area authority requests placement end
2016,04/07/2025,01/09/2025,167,88,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Responsible/Area authority requests placement end
1678,20/05/2024,07/06/2024,577,105,OUT,PR5 - Voluntary/Third Sector Provision,Residential Unit (Children's Home),Responsible/Area authority requests placement end
1682,02/04/2025,04/08/2025,260,112,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Responsible/Area authority requests placement end
234,25/10/2024,16/01/2025,419,122,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Responsible/Area authority requests placement end
1236,06/04/2023,20/06/2023,987,130,OUT,PR4 - Private Provision,Fostering – short term,Responsible/Area authority requests placement end
400,19/09/2023,15/03/2024,821,,IN,PR4 - Private Provision,Semi-independent supported accommodation,Responsible/Area authority requests placement end
595,23/05/2024,18/08/2024,574,,IN,PR1 - Own provision by LA,Fostering – short term,Responsible/Area authority requests placement end
736,22/09/2023,21/11/2023,818,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Responsible/Area authority requests placement end
857,14/08/2023,27/05/2024,857,,IN,PR1 - Own provision by LA,Fostering – short term,Responsible/Area authority requests placement end
961,23/05/2024,18/08/2024,574,,IN,PR4 - Private Provision,Fostering – short term,Responsible/Area authority requests placement end
1150,22/09/2023,25/04/2024,818,,OUT,PR1 - Own provision by LA,Kinship - short term,Responsible/Area authority requests placement end
1520,23/05/2024,18/08/2024,574,,IN,PR4 - Private Provision,Fostering – short term,Responsible/Area authority requests placement end
1675,08/01/2024,03/05/2024,710,,IN,PR1 - Own provision by LA,Fostering – short term,Responsible/Area authority requests placement end
1695,24/07/2023,05/03/2024,878,,IN,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Responsible/Area authority requests placement end
1792,25/05/2023,02/01/2024,938,,OUT,PR4 - Private Provision,Fostering – short term,Responsible/Area authority requests placement end
1809,13/05/2024,08/10/2024,584,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Responsible/Area authority requests placement end
2620,22/01/2025,15/05/2025,330,,IN,PR1 - Own provision by LA,Fostering – short term,Responsible/Area authority requests placement end
533,31/10/2023,20/11/2025,779,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Standards of Care concern
2511,11/11/2024,04/12/2025,402,1,IN,PR4 - Private Provision,Fostering – short term,Standards of Care concern
768,02/06/2025,14/10/2025,199,2,IN,PR1 - Own provision by LA,Residential Unit (Children's Home),Standards of Care concern
1415,18/12/2024,19/04/2025,365,4,IN,PR1 - Own provision by LA,Fostering – short term,Standards of Care concern
1361,01/09/2025,05/09/2025,108,5,IN,PR1 - Own provision by LA,Kinship - short term,Standards of Care concern
439,01/07/2024,12/07/2024,535,6,IN,PR1 - Own provision by LA,Fostering – short term,Standards of Care concern
469,29/07/2024,02/09/2024,507,6,IN,PR1 - Own provision by LA,Fostering – short term,Standards of Care concern
479,20/05/2023,02/06/2023,943,7,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Standards of Care concern
494,27/05/2025,11/07/2025,205,8,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Standards of Care concern
790,21/04/2023,10/05/2023,972,8,IN,PR4 - Private Provision,Fostering – short term,Standards of Care concern
447,09/01/2024,07/02/2024,709,10,IN,PR4 - Private Provision,Fostering – long term,Standards of Care concern
686,25/08/2023,30/12/2024,846,10,IN,PR4 - Private Provision,Fostering – long term,Standards of Care concern
1054,06/09/2024,13/01/2025,468,10,IN,PR4 - Private Provision,Semi-independent supported accommodation,Standards of Care concern
531,12/06/2023,27/07/2023,920,12,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Standards of Care concern
78,06/09/2023,09/03/2024,834,15,IN,PR4 - Private Provision,Semi-independent supported accommodation,Standards of Care concern
2522,20/06/2025,11/10/2025,181,15.5,IN,PR1 - Own provision by LA,Fostering – short term,Standards of Care concern
975,13/09/2024,14/10/2024,461,19,OUT,PR4 - Private Provision,Fostering – short term,Standards of Care concern
441,12/07/2024,12/02/2025,524,20,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Standards of Care concern
107,11/03/2025,11/04/2025,282,25,IN,PR4 - Private Provision,Semi-independent supported accommodation,Standards of Care concern
326,21/10/2024,09/08/2025,423,25,OUT,PR4 - Private Provision,Unregistered Placement,Standards of Care concern
665,16/12/2024,02/05/2025,367,34,OUT,PR4 - Private Provision,Fostering – short term,Standards of Care concern
1297,30/07/2024,14/07/2025,506,89,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Standards of Care concern
1834,28/07/2023,09/11/2023,874,120,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Standards of Care concern
128,08/01/2024,25/01/2024,710,219,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Standards of Care concern
668,02/05/2025,02/07/2025,230,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Standards of Care concern
673,05/10/2023,08/04/2024,805,,IN,PR1 - Own provision by LA,Fostering – short term,Standards of Care concern
818,10/07/2025,06/08/2025,161,,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Standards of Care concern
1241,31/10/2023,28/11/2024,779,,IN,PR1 - Own provision by LA,Fostering – short term,Standards of Care concern
1275,29/09/2023,14/05/2024,811,,IN,PR1 - Own provision by LA,Kinship - short term,Standards of Care concern
1286,27/06/2025,26/08/2025,174,,IN,PR4 - Private Provision,Semi-independent supported accommodation,Standards of Care concern
1508,11/07/2025,19/09/2025,160,,OUT,PR4 - Private Provision,Fostering – short term,Standards of Care concern
1634,31/10/2023,28/11/2024,779,,IN,PR1 - Own provision by LA,Fostering – short term,Standards of Care concern
1849,29/09/2023,14/05/2024,811,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Standards of Care concern
257,28/02/2024,22/07/2024,659,0,IN,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
268,12/01/2024,01/10/2024,706,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
362,28/02/2024,22/07/2024,659,0,IN,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
644,28/02/2024,22/07/2024,659,0,IN,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
723,22/04/2025,30/06/2025,240,0,IN,PR1 - Own provision by LA,Fostering - Unregistered Carer,Still with same carer - change to status of placement only
724,25/08/2023,22/04/2025,846,0,IN,PR4 - Private Provision,Fostering – short term,Still with same carer - change to status of placement only
725,12/07/2024,08/01/2025,524,0,OUT,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
726,12/07/2024,08/01/2025,524,0,OUT,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
1182,01/07/2025,15/09/2025,170,0.4,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
1358,01/07/2025,15/09/2025,170,0.4,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
2040,01/07/2025,15/09/2025,170,0.4,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
370,06/12/2023,07/05/2024,743,1,IN,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
1304,17/04/2024,23/05/2024,610,1,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
964,01/09/2023,15/09/2025,839,4,IN,PR1 - Own provision by LA,Fostering – short term,Still with same carer - change to status of placement only
2626,20/03/2025,13/11/2025,273,4,IN,PR1 - Own provision by LA,Fostering – short term,Still with same carer - change to status of placement only
2629,17/07/2025,22/07/2025,154,4,IN,PR1 - Own provision by LA,Fostering – short term,Still with same carer - change to status of placement only
275,16/01/2024,01/03/2024,702,5,IN,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
281,17/05/2024,11/02/2025,580,5,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
764,28/07/2023,29/01/2025,874,5,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
972,09/05/2024,14/03/2025,588,5,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
1163,20/09/2024,18/07/2025,454,5,IN,PR5 - Voluntary/Third Sector Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
1593,25/07/2023,17/11/2023,877,5,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
1872,25/07/2023,17/11/2023,877,5,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
1916,03/07/2023,06/08/2024,899,5,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
6,09/05/2023,18/07/2023,954,6,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Still with same carer - change to status of placement only
308,27/07/2025,19/09/2025,144,6,IN,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
474,13/07/2023,03/02/2025,889,6,IN,PR1 - Own provision by LA,Fostering – long term,Still with same carer - change to status of placement only
526,01/12/2024,25/04/2025,382,6,IN,PR4 - Private Provision,Unregistered Placement,Still with same carer - change to status of placement only
799,28/07/2025,29/07/2025,143,6,IN,PR1 - Own provision by LA,Fostering – long term,Still with same carer - change to status of placement only
800,01/11/2023,28/07/2025,778,6,IN,PR4 - Private Provision,Fostering – short term,Still with same carer - change to status of placement only
2454,19/03/2024,13/06/2024,639,6,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
2455,19/03/2024,13/06/2024,639,6,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
2458,19/03/2024,13/06/2024,639,6,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
2459,19/03/2024,14/06/2024,639,6,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
2462,19/03/2024,13/06/2024,639,6,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
2088,01/07/2024,29/07/2024,535,7,OUT,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
2024,16/09/2023,22/01/2024,824,7.8,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
812,19/10/2023,27/05/2025,791,8,IN,PR4 - Private Provision,Fostering – short term,Still with same carer - change to status of placement only
41,22/03/2024,10/11/2024,636,9,OUT,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
456,20/11/2024,25/06/2025,393,10,IN,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
709,01/07/2024,05/09/2024,535,10,OUT,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
2026,16/05/2023,10/08/2023,947,10,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Still with same carer - change to status of placement only
2472,14/10/2024,31/03/2025,430,10,OUT,PR1 - Own provision by LA,"EPP: Fostering for Adoption, placed with approved adopter",Still with same carer - change to status of placement only
301,18/02/2025,17/04/2025,303,11,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
2268,01/12/2023,15/04/2024,748,11,OUT,PR4 - Private Provision,Unregistered Placement,Still with same carer - change to status of placement only
1168,24/07/2023,16/02/2024,878,12,IN,PR1 - Own provision by LA,Fostering – long term,Still with same carer - change to status of placement only
37,03/05/2023,08/04/2024,960,13,OUT,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
38,08/04/2024,08/02/2025,619,13,OUT,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
585,22/04/2024,20/08/2024,605,20,IN,PR1 - Own provision by LA,Fostering - Unregistered Carer,Still with same carer - change to status of placement only
2157,07/09/2023,08/08/2024,833,20,OUT,PR4 - Private Provision,Fostering – short term,Still with same carer - change to status of placement only
525,25/04/2025,03/10/2025,237,38,OUT,PR4 - Private Provision,Unregistered - in child's best interest,Still with same carer - change to status of placement only
1730,27/07/2023,04/03/2024,875,48,OUT,PR4 - Private Provision,Mother And Baby Unit,Still with same carer - change to status of placement only
94,28/11/2024,01/05/2025,385,52,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
385,24/05/2024,03/10/2025,573,52,OUT,PR5 - Voluntary/Third Sector Provision,Residential Unit (Children's Home),Still with same carer - change to status of placement only
1306,25/08/2023,29/04/2024,846,61,OUT,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
477,27/07/2023,29/08/2023,875,62,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
1779,05/08/2024,30/12/2024,500,64,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
590,05/03/2024,24/10/2024,653,72,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
994,05/03/2024,24/10/2024,653,72,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
1657,05/03/2024,24/10/2024,653,72,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
1996,13/11/2023,23/07/2024,766,73,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
1903,20/08/2024,08/05/2025,485,120,OUT,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
2233,12/01/2024,21/03/2024,706,700,IN,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
1296,27/07/2025,03/09/2025,144,,IN,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
32,14/06/2024,16/07/2024,552,,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
111,16/08/2023,25/01/2024,855,,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Still with same carer - change to status of placement only
112,25/01/2024,19/11/2024,693,,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Still with same carer - change to status of placement only
223,23/02/2024,18/07/2025,664,,IN,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
253,11/09/2023,02/12/2024,829,,OUT,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
329,12/06/2024,23/10/2024,554,,IN,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
360,22/04/2025,14/07/2025,240,,IN,PR1 - Own provision by LA,Fostering – short term,Still with same carer - change to status of placement only
361,25/08/2023,22/04/2025,846,,IN,PR4 - Private Provision,Fostering – long term,Still with same carer - change to status of placement only
411,08/04/2025,14/07/2025,254,,IN,PR1 - Own provision by LA,Fostering - Unregistered Carer,Still with same carer - change to status of placement only
520,27/02/2024,08/03/2024,660,,OUT,PR4 - Private Provision,Unregistered Placement,Still with same carer - change to status of placement only
521,08/03/2024,05/04/2024,650,,OUT,PR4 - Private Provision,Unregistered Placement,Still with same carer - change to status of placement only
522,05/04/2024,14/04/2024,622,,OUT,PR4 - Private Provision,Unregistered Placement,Still with same carer - change to status of placement only
523,14/04/2024,03/05/2024,613,,OUT,PR4 - Private Provision,Unregistered Placement,Still with same carer - change to status of placement only
663,28/02/2024,08/08/2024,659,,IN,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
797,04/02/2025,25/03/2025,317,,IN,PR1 - Own provision by LA,Unregistered Placement,Still with same carer - change to status of placement only
878,30/01/2025,14/02/2025,322,,IN,PR1 - Own provision by LA,Fostering – short term,Still with same carer - change to status of placement only
979,06/12/2024,02/07/2025,377,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
986,23/07/2024,08/08/2024,513,,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
1002,14/08/2023,15/01/2024,857,,IN,PR1 - Own provision by LA,Placed for Adoption (placement order) with former foster carers,Still with same carer - change to status of placement only
1070,09/05/2023,04/09/2023,954,,IN,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (placement order) with former foster carers,Still with same carer - change to status of placement only
1115,30/01/2024,20/12/2024,688,,IN,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
1127,23/12/2023,03/02/2024,726,,IN,PR1 - Own provision by LA,Fostering – short term,Still with same carer - change to status of placement only
1235,05/03/2024,31/07/2024,653,,IN,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
1251,30/06/2025,17/10/2025,171,,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
1253,30/06/2025,17/10/2025,171,,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
1409,05/03/2025,25/06/2025,288,,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
1512,30/01/2024,20/12/2024,688,,IN,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
1540,03/07/2023,06/09/2024,899,,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
1589,24/08/2023,30/01/2024,847,,OUT,PR1 - Own provision by LA,Kinship - long term,Still with same carer - change to status of placement only
1692,13/06/2024,11/10/2024,553,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
1731,17/06/2024,23/09/2024,549,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
1851,11/07/2024,09/01/2025,525,,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
1852,23/06/2025,24/11/2025,178,,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
1874,26/02/2025,13/06/2025,295,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
1915,13/06/2024,11/10/2024,553,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
